Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,94.129997,95.000000,93.050003,93.260002,77.874168,6019700
2015-01-05,93.300003,93.680000,92.220001,92.230003,77.014114,6211900
2015-01-06,92.669998,93.809998,91.879997,92.400002,77.156067,6484100
2015-01-07,93.260002,94.050003,92.860001,94.010002,78.500427,6400300
2015-01-08,94.230003,94.980003,94.050003,94.360001,78.792694,5476700
2015-01-09,93.970001,93.970001,92.779999,93.209999,77.832420,4283300
2015-01-12,93.529999,93.809998,92.599998,93.010002,77.665428,3989600
2015-01-13,93.949997,94.440002,92.419998,92.830002,77.515121,5971200
2015-01-14,91.449997,92.050003,91.120003,91.540001,76.437943,7745500
2015-01-15,91.970001,92.349998,90.970001,91.379997,76.304337,5737500
2015-01-16,91.050003,91.690002,90.739998,91.489998,76.396179,6927000
2015-01-20,91.639999,91.879997,90.230003,90.800003,75.820038,6967300
2015-01-21,90.160004,90.459999,89.540001,90.339996,75.435913,8682200
2015-01-22,90.620003,90.970001,89.839996,90.889999,75.895180,7536400
2015-01-23,90.919998,91.639999,89.430000,89.559998,74.784584,11496000
2015-01-26,89.389999,90.699997,89.290001,90.669998,75.711479,7753300
2015-01-27,89.959999,90.309998,89.559998,89.570000,74.792938,6640800
2015-01-28,89.739998,89.820000,88.769997,88.779999,74.133286,6921300
2015-01-29,91.500000,93.500000,91.260002,93.269997,77.882538,19146900
2015-01-30,92.650002,93.300003,92.309998,92.440002,77.189445,12385400
2015-02-02,92.050003,92.660004,91.430000,92.510002,77.247910,6751400
2015-02-03,92.639999,93.980003,92.449997,93.919998,78.425285,7373000
2015-02-04,93.500000,94.430000,93.500000,94.050003,78.533844,6464800
2015-02-05,94.099998,94.830002,94.000000,94.339996,78.776001,5564100
2015-02-06,94.150002,94.480003,93.650002,93.989998,78.483734,4662700
2015-02-09,93.300003,93.449997,92.540001,92.720001,77.423264,8203000
2015-02-10,93.330002,94.230003,92.970001,94.019997,78.508797,4697600
2015-02-11,94.160004,94.330002,93.300003,94.209999,78.667450,5153900
2015-02-12,94.050003,95.599998,93.769997,95.089996,79.402252,7910100
2015-02-13,95.400002,95.849998,94.930000,95.650002,79.869881,6762200
2015-02-17,95.120003,95.389999,94.089996,94.349998,78.784348,5972000
2015-02-18,94.230003,94.790001,94.000000,94.580002,78.976402,5617500
2015-02-19,94.500000,94.550003,93.739998,94.190002,78.650757,6312200
2015-02-20,94.160004,94.489998,93.559998,94.190002,78.650757,8155000
